PAKKAUSNRO;AINETUN;AINENIMI
180482;6345;Quetiapini fumaras
180483;6345;Quetiapini fumaras
180484;6345;Quetiapini fumaras
180485;6345;Quetiapini fumaras
180486;6345;Quetiapini fumaras
180494;6345;Quetiapini fumaras
180495;6345;Quetiapini fumaras
180496;6345;Quetiapini fumaras
180497;6345;Quetiapini fumaras
180498;6345;Quetiapini fumaras
180499;6345;Quetiapini fumaras
180500;6345;Quetiapini fumaras
180501;6345;Quetiapini fumaras
180502;6345;Quetiapini fumaras
180503;6345;Quetiapini fumaras
180504;6345;Quetiapini fumaras
180505;6345;Quetiapini fumaras
180506;6345;Quetiapini fumaras
180507;6345;Quetiapini fumaras
180508;6345;Quetiapini fumaras
180509;6345;Quetiapini fumaras
180510;6345;Quetiapini fumaras
180511;6345;Quetiapini fumaras
180512;6345;Quetiapini fumaras
180513;6345;Quetiapini fumaras
180514;6345;Quetiapini fumaras
180515;6345;Quetiapini fumaras
180517;1754;Ethinylestradiolum
180517;6880;Drospirenonum
180518;1680;Ephedrini hydrochloridum
180519;2257;Hydrocortisoni acetas
180520;4216;Salbutamoli sulfas
180521;5633;Candesartanum cilexetilum
180522;5633;Candesartanum cilexetilum
180523;5633;Candesartanum cilexetilum
180524;5633;Candesartanum cilexetilum
180525;5633;Candesartanum cilexetilum
180526;5633;Candesartanum cilexetilum
180527;5633;Candesartanum cilexetilum
180528;5633;Candesartanum cilexetilum
180529;5633;Candesartanum cilexetilum
180530;5633;Candesartanum cilexetilum
180531;5633;Candesartanum cilexetilum
180532;5633;Candesartanum cilexetilum
180533;5633;Candesartanum cilexetilum
180534;5633;Candesartanum cilexetilum
180535;5633;Candesartanum cilexetilum
180536;5633;Candesartanum cilexetilum
180537;5633;Candesartanum cilexetilum
180538;5633;Candesartanum cilexetilum
180539;5633;Candesartanum cilexetilum
180540;5633;Candesartanum cilexetilum
180541;5633;Candesartanum cilexetilum
180542;5633;Candesartanum cilexetilum
180543;5633;Candesartanum cilexetilum
180544;5633;Candesartanum cilexetilum
180545;5633;Candesartanum cilexetilum
180546;5633;Candesartanum cilexetilum
180547;5633;Candesartanum cilexetilum
180548;5633;Candesartanum cilexetilum
180549;5633;Candesartanum cilexetilum
180550;5633;Candesartanum cilexetilum
180551;5633;Candesartanum cilexetilum
180552;5633;Candesartanum cilexetilum
180553;5633;Candesartanum cilexetilum
180554;5633;Candesartanum cilexetilum
180555;5633;Candesartanum cilexetilum
180556;5633;Candesartanum cilexetilum
180557;5633;Candesartanum cilexetilum
180558;5633;Candesartanum cilexetilum
180559;5633;Candesartanum cilexetilum
180560;5633;Candesartanum cilexetilum
180561;5162;Salmonella typhi-bakteereja Ty 21 a, eläviä, heikenn.
180562;5633;Candesartanum cilexetilum
180563;5633;Candesartanum cilexetilum
180564;5633;Candesartanum cilexetilum
180565;5633;Candesartanum cilexetilum
180566;5935;Insulinum aspartatum
180567;5935;Insulinum aspartatum
180568;5935;Insulinum aspartatum
180569;5935;Insulinum aspartatum
180570;5935;Insulinum aspartatum
180571;5935;Insulinum aspartatum
180581;5935;Insulinum aspartatum
180584;5935;Insulinum aspartatum
180585;5955;Etanerceptum
180586;5955;Etanerceptum
180587;5955;Etanerceptum
180588;5955;Etanerceptum
180589;5955;Etanerceptum
180590;5955;Etanerceptum
180591;5955;Etanerceptum
180592;5955;Etanerceptum
180593;5635;Nevirapinum
180594;5635;Nevirapinum
180595;5635;Nevirapinum
180596;5635;Nevirapinum
180597;5635;Nevirapinum
180598;5635;Nevirapinum
180599;5635;Nevirapinum
180600;5635;Nevirapinum
180601;5635;Nevirapinum
180602;5635;Nevirapinum
180603;5635;Nevirapinum
180604;2253;Hydrochlorothiazidum
180604;5633;Candesartanum cilexetilum
180605;2253;Hydrochlorothiazidum
180605;5633;Candesartanum cilexetilum
180606;2253;Hydrochlorothiazidum
180606;5633;Candesartanum cilexetilum
180607;2253;Hydrochlorothiazidum
180607;5633;Candesartanum cilexetilum
180608;2253;Hydrochlorothiazidum
180608;5633;Candesartanum cilexetilum
180609;2253;Hydrochlorothiazidum
180609;5633;Candesartanum cilexetilum
180610;2253;Hydrochlorothiazidum
180610;5633;Candesartanum cilexetilum
180611;2253;Hydrochlorothiazidum
180611;5633;Candesartanum cilexetilum
180612;2253;Hydrochlorothiazidum
180612;5633;Candesartanum cilexetilum
180613;2253;Hydrochlorothiazidum
180613;5633;Candesartanum cilexetilum
180614;2253;Hydrochlorothiazidum
180614;5633;Candesartanum cilexetilum
180615;5935;Insulinum aspartatum
180616;2253;Hydrochlorothiazidum
180616;5633;Candesartanum cilexetilum
180617;2253;Hydrochlorothiazidum
180617;5633;Candesartanum cilexetilum
180618;2253;Hydrochlorothiazidum
180618;5633;Candesartanum cilexetilum
180619;2253;Hydrochlorothiazidum
180619;5633;Candesartanum cilexetilum
180620;2253;Hydrochlorothiazidum
180620;5633;Candesartanum cilexetilum
180621;2253;Hydrochlorothiazidum
180621;5633;Candesartanum cilexetilum
180622;2253;Hydrochlorothiazidum
180622;5633;Candesartanum cilexetilum
180623;2253;Hydrochlorothiazidum
180623;5633;Candesartanum cilexetilum
180624;2253;Hydrochlorothiazidum
180624;5633;Candesartanum cilexetilum
180625;2253;Hydrochlorothiazidum
180625;5633;Candesartanum cilexetilum
180626;2253;Hydrochlorothiazidum
180626;5633;Candesartanum cilexetilum
180627;2253;Hydrochlorothiazidum
180627;5633;Candesartanum cilexetilum
180628;2253;Hydrochlorothiazidum
180628;5633;Candesartanum cilexetilum
180629;2253;Hydrochlorothiazidum
180629;5633;Candesartanum cilexetilum
180630;2253;Hydrochlorothiazidum
180630;5633;Candesartanum cilexetilum
180631;2253;Hydrochlorothiazidum
180631;5633;Candesartanum cilexetilum
180632;2253;Hydrochlorothiazidum
180632;5633;Candesartanum cilexetilum
180633;2253;Hydrochlorothiazidum
180633;5633;Candesartanum cilexetilum
180634;2253;Hydrochlorothiazidum
180634;5633;Candesartanum cilexetilum
180635;2253;Hydrochlorothiazidum
180635;5633;Candesartanum cilexetilum
180636;2253;Hydrochlorothiazidum
180636;5633;Candesartanum cilexetilum
180637;2253;Hydrochlorothiazidum
180637;5633;Candesartanum cilexetilum
180638;2253;Hydrochlorothiazidum
180638;5633;Candesartanum cilexetilum
180639;2253;Hydrochlorothiazidum
180639;5633;Candesartanum cilexetilum
180640;2253;Hydrochlorothiazidum
180640;5633;Candesartanum cilexetilum
180641;2253;Hydrochlorothiazidum
180641;5633;Candesartanum cilexetilum
180642;2253;Hydrochlorothiazidum
180642;5633;Candesartanum cilexetilum
180643;2253;Hydrochlorothiazidum
180643;5633;Candesartanum cilexetilum
180644;2253;Hydrochlorothiazidum
180644;5633;Candesartanum cilexetilum
180645;2253;Hydrochlorothiazidum
180645;5633;Candesartanum cilexetilum
180646;2253;Hydrochlorothiazidum
180646;5633;Candesartanum cilexetilum
180647;2253;Hydrochlorothiazidum
180647;5633;Candesartanum cilexetilum
180648;2253;Hydrochlorothiazidum
180648;5633;Candesartanum cilexetilum
180649;8910;Sildenafili citras
180650;2637;Levonorgestrelum
180652;3574;Pancreatis pulvis
180653;3574;Pancreatis pulvis
180654;3574;Pancreatis pulvis
180655;3574;Pancreatis pulvis
180656;3574;Pancreatis pulvis
180657;3574;Pancreatis pulvis
180658;3574;Pancreatis pulvis
180659;3574;Pancreatis pulvis
180660;3574;Pancreatis pulvis
180661;3574;Pancreatis pulvis
180662;3574;Pancreatis pulvis
180664;10907;Atosibanum acetas
180665;3546;Oxycodoni hydrochloridum
180665;8229;Naloxoni hydrochloridum dihydricum
180666;3546;Oxycodoni hydrochloridum
180666;8229;Naloxoni hydrochloridum dihydricum
180667;3546;Oxycodoni hydrochloridum
180667;8229;Naloxoni hydrochloridum dihydricum
180668;3546;Oxycodoni hydrochloridum
180668;8229;Naloxoni hydrochloridum dihydricum
180669;3546;Oxycodoni hydrochloridum
180669;8229;Naloxoni hydrochloridum dihydricum
180670;3546;Oxycodoni hydrochloridum
180670;8229;Naloxoni hydrochloridum dihydricum
180671;3546;Oxycodoni hydrochloridum
180671;8229;Naloxoni hydrochloridum dihydricum
180672;3546;Oxycodoni hydrochloridum
180672;8229;Naloxoni hydrochloridum dihydricum
180673;3546;Oxycodoni hydrochloridum
180673;8229;Naloxoni hydrochloridum dihydricum
180674;3546;Oxycodoni hydrochloridum
180674;8229;Naloxoni hydrochloridum dihydricum
180675;3546;Oxycodoni hydrochloridum
180675;8229;Naloxoni hydrochloridum dihydricum
180676;3546;Oxycodoni hydrochloridum
180676;8229;Naloxoni hydrochloridum dihydricum
180677;3546;Oxycodoni hydrochloridum
180677;8229;Naloxoni hydrochloridum dihydricum
180678;3546;Oxycodoni hydrochloridum
180678;8229;Naloxoni hydrochloridum dihydricum
180679;3546;Oxycodoni hydrochloridum
180679;8229;Naloxoni hydrochloridum dihydricum
180680;3546;Oxycodoni hydrochloridum
180680;8229;Naloxoni hydrochloridum dihydricum
180681;3546;Oxycodoni hydrochloridum
180681;8229;Naloxoni hydrochloridum dihydricum
180682;3546;Oxycodoni hydrochloridum
180682;8229;Naloxoni hydrochloridum dihydricum
180683;3546;Oxycodoni hydrochloridum
180683;8229;Naloxoni hydrochloridum dihydricum
180684;3546;Oxycodoni hydrochloridum
180684;8229;Naloxoni hydrochloridum dihydricum
180685;3546;Oxycodoni hydrochloridum
180685;8229;Naloxoni hydrochloridum dihydricum
180686;3546;Oxycodoni hydrochloridum
180686;8229;Naloxoni hydrochloridum dihydricum
180687;3546;Oxycodoni hydrochloridum
180687;8229;Naloxoni hydrochloridum dihydricum
180688;3546;Oxycodoni hydrochloridum
180688;8229;Naloxoni hydrochloridum dihydricum
180689;3546;Oxycodoni hydrochloridum
180689;8229;Naloxoni hydrochloridum dihydricum
180690;3546;Oxycodoni hydrochloridum
180690;8229;Naloxoni hydrochloridum dihydricum
180691;3546;Oxycodoni hydrochloridum
180691;8229;Naloxoni hydrochloridum dihydricum
180692;3546;Oxycodoni hydrochloridum
180692;8229;Naloxoni hydrochloridum dihydricum
180693;3546;Oxycodoni hydrochloridum
180693;8229;Naloxoni hydrochloridum dihydricum
180694;3546;Oxycodoni hydrochloridum
180694;8229;Naloxoni hydrochloridum dihydricum
180695;3546;Oxycodoni hydrochloridum
180695;8229;Naloxoni hydrochloridum dihydricum
180696;3546;Oxycodoni hydrochloridum
180696;8229;Naloxoni hydrochloridum dihydricum
180697;3546;Oxycodoni hydrochloridum
180697;8229;Naloxoni hydrochloridum dihydricum
180698;3546;Oxycodoni hydrochloridum
180698;8229;Naloxoni hydrochloridum dihydricum
180699;3546;Oxycodoni hydrochloridum
180699;8229;Naloxoni hydrochloridum dihydricum
180700;3546;Oxycodoni hydrochloridum
180700;8229;Naloxoni hydrochloridum dihydricum
180701;3546;Oxycodoni hydrochloridum
180701;8229;Naloxoni hydrochloridum dihydricum
180702;3546;Oxycodoni hydrochloridum
180702;8229;Naloxoni hydrochloridum dihydricum
180703;3546;Oxycodoni hydrochloridum
180703;8229;Naloxoni hydrochloridum dihydricum
180704;3546;Oxycodoni hydrochloridum
180704;8229;Naloxoni hydrochloridum dihydricum
180705;3546;Oxycodoni hydrochloridum
180705;8229;Naloxoni hydrochloridum dihydricum
180706;3546;Oxycodoni hydrochloridum
180706;8229;Naloxoni hydrochloridum dihydricum
180707;3546;Oxycodoni hydrochloridum
180707;8229;Naloxoni hydrochloridum dihydricum
180708;3546;Oxycodoni hydrochloridum
180708;8229;Naloxoni hydrochloridum dihydricum
180709;3546;Oxycodoni hydrochloridum
180709;8229;Naloxoni hydrochloridum dihydricum
180710;3546;Oxycodoni hydrochloridum
180710;8229;Naloxoni hydrochloridum dihydricum
180711;3546;Oxycodoni hydrochloridum
180711;8229;Naloxoni hydrochloridum dihydricum
180712;3546;Oxycodoni hydrochloridum
180712;8229;Naloxoni hydrochloridum dihydricum
180713;3546;Oxycodoni hydrochloridum
180713;8229;Naloxoni hydrochloridum dihydricum
180714;3546;Oxycodoni hydrochloridum
180714;8229;Naloxoni hydrochloridum dihydricum
180715;11040;Letermovirum
180721;8890;Ezetimibum
180722;8890;Ezetimibum
180723;8890;Ezetimibum
180724;8890;Ezetimibum
180725;8890;Ezetimibum
180726;8890;Ezetimibum
180727;11040;Letermovirum
180728;11040;Letermovirum
180729;11040;Letermovirum
180730;674;Betahistini dihydrochloridum
180731;674;Betahistini dihydrochloridum
180732;674;Betahistini dihydrochloridum
180733;674;Betahistini dihydrochloridum
180734;674;Betahistini dihydrochloridum
180735;674;Betahistini dihydrochloridum
180736;674;Betahistini dihydrochloridum
180737;2093;Gabapentinum
180748;5835;Infliximabum
180759;1970;Filgrastimum
180761;7975;Solifenacini succinas
180762;7975;Solifenacini succinas
180763;7975;Solifenacini succinas
180764;7975;Solifenacini succinas
180765;7975;Solifenacini succinas
180766;7975;Solifenacini succinas
180767;7975;Solifenacini succinas
180768;7975;Solifenacini succinas
180769;7975;Solifenacini succinas
180770;7975;Solifenacini succinas
180771;7975;Solifenacini succinas
180772;7975;Solifenacini succinas
180773;7975;Solifenacini succinas
180774;7975;Solifenacini succinas
180775;7975;Solifenacini succinas
180776;7975;Solifenacini succinas
180777;7975;Solifenacini succinas
180778;7975;Solifenacini succinas
180779;7975;Solifenacini succinas
180780;7975;Solifenacini succinas
180781;7975;Solifenacini succinas
180782;7975;Solifenacini succinas
180783;3364;Olanzapinum
180788;8637;Hydroxocobalaminum
180790;2050;Fluticasoni propionas
180790;4223;Salmeteroli xinafoas
180791;2050;Fluticasoni propionas
180791;4223;Salmeteroli xinafoas
180792;2050;Fluticasoni propionas
180792;4223;Salmeteroli xinafoas
180793;8229;Naloxoni hydrochloridum dihydricum
180794;2050;Fluticasoni propionas
180794;4223;Salmeteroli xinafoas
180795;2050;Fluticasoni propionas
180795;4223;Salmeteroli xinafoas
180796;2050;Fluticasoni propionas
180796;4223;Salmeteroli xinafoas
180797;4162;Ribavirinum
180798;8371;Fluticasoni furoas
180798;10131;Vilanterolum
180799;8371;Fluticasoni furoas
180799;10131;Vilanterolum
180800;8950;Corifollitropinum alfa
180801;91;Acidum ascorbicum
180801;109;Acidum folicum
180801;702;Biotinum
180801;1097;Cholecalciferolum
180801;1316;Cyanocobalaminum
180801;1405;Dexpanthenolum
180801;3219;Riboflavini natrii phosphas
180801;3285;Nicotinamidum
180801;3760;Phytomenadionum
180801;4091;Pyridoxini hydrochloridum
180801;4146;Retinoli palmitas
180801;4587;Thiamini hydrochloridum
180801;8129;Int-rac-alfa-Tocopherolum
180802;91;Acidum ascorbicum
180802;109;Acidum folicum
180802;702;Biotinum
180802;1097;Cholecalciferolum
180802;1316;Cyanocobalaminum
180802;1405;Dexpanthenolum
180802;3219;Riboflavini natrii phosphas
180802;3285;Nicotinamidum
180802;3760;Phytomenadionum
180802;4091;Pyridoxini hydrochloridum
180802;4146;Retinoli palmitas
180802;4587;Thiamini hydrochloridum
180802;8129;Int-rac-alfa-Tocopherolum
180806;7902;Emtricitabinum
180806;10752;Tenofovirum disoproxilum
180807;7902;Emtricitabinum
180807;10752;Tenofovirum disoproxilum
180808;7902;Emtricitabinum
180808;10752;Tenofovirum disoproxilum
180809;8742;Esomeprazolum magnesium dihydricum
180810;8742;Esomeprazolum magnesium dihydricum
180811;8742;Esomeprazolum magnesium dihydricum
180812;1007;Cetirizini dihydrochloridum
180813;2065;Fosfomycinum trometamolum
180814;2065;Fosfomycinum trometamolum
180818;11069;Tiotropii bromidum anhydricum
180819;11069;Tiotropii bromidum anhydricum
180820;11069;Tiotropii bromidum anhydricum
180821;2861;Meropenemum trihydricum
180821;11042;Vaborbactamum
180822;7800;Adalimumabum
180823;7800;Adalimumabum
180824;7800;Adalimumabum
180825;7800;Adalimumabum
180826;7800;Adalimumabum
180827;7800;Adalimumabum
180828;7800;Adalimumabum
180832;8593;Pramipexolum dihydrochloridum monohydricum
180833;8593;Pramipexolum dihydrochloridum monohydricum
180834;8593;Pramipexolum dihydrochloridum monohydricum
180835;8593;Pramipexolum dihydrochloridum monohydricum
180836;8593;Pramipexolum dihydrochloridum monohydricum
180837;8593;Pramipexolum dihydrochloridum monohydricum
180838;8593;Pramipexolum dihydrochloridum monohydricum
180839;8593;Pramipexolum dihydrochloridum monohydricum
180840;8593;Pramipexolum dihydrochloridum monohydricum
180841;8593;Pramipexolum dihydrochloridum monohydricum
180842;8593;Pramipexolum dihydrochloridum monohydricum
180843;8593;Pramipexolum dihydrochloridum monohydricum
180844;8593;Pramipexolum dihydrochloridum monohydricum
180845;8593;Pramipexolum dihydrochloridum monohydricum
180846;8593;Pramipexolum dihydrochloridum monohydricum
180847;8593;Pramipexolum dihydrochloridum monohydricum
180848;8593;Pramipexolum dihydrochloridum monohydricum
180849;8593;Pramipexolum dihydrochloridum monohydricum
180850;8593;Pramipexolum dihydrochloridum monohydricum
180851;8593;Pramipexolum dihydrochloridum monohydricum
180852;8593;Pramipexolum dihydrochloridum monohydricum
180854;759;Budesonidum
180854;5408;Formoteroli fumaras dihydricus
180855;759;Budesonidum
180855;5408;Formoteroli fumaras dihydricus
180856;759;Budesonidum
180856;5408;Formoteroli fumaras dihydricus
180857;6816;Esomeprazolum magnesium trihydricum
180858;6816;Esomeprazolum magnesium trihydricum
180859;6816;Esomeprazolum magnesium trihydricum
180860;7902;Emtricitabinum
180860;10961;Tenofoviri alafenamidi fumaras
180861;7218;Memantini hydrochloridum
180862;5909;Efavirenzum
180862;7902;Emtricitabinum
180862;10740;Tenofoviri disoproxili succinas
180863;5909;Efavirenzum
180863;7902;Emtricitabinum
180863;10740;Tenofoviri disoproxili succinas
180864;11133;Dasatinibi monohydricum
180867;10349;Simoctocogum alfa
180868;10349;Simoctocogum alfa
180869;10349;Simoctocogum alfa
180871;2090;Furosemidum
180872;2090;Furosemidum
180873;2090;Furosemidum
180874;2090;Furosemidum
180877;2090;Furosemidum
180878;2090;Furosemidum
180925;7262;Linezolidum
180926;10424;Olaparibum
180927;2487;Ketoconazolum
180928;2487;Ketoconazolum
180929;10424;Olaparibum
180930;10424;Olaparibum
180931;10424;Olaparibum
180932;2160;Glycopyrronii bromidum
180933;2160;Glycopyrronii bromidum
180934;5408;Formoteroli fumaras dihydricus
180934;9972;Aclidinii bromidum
180935;5835;Infliximabum
180936;5835;Infliximabum
180937;5835;Infliximabum
180938;5835;Infliximabum
180939;5835;Infliximabum
181009;7940;Pregabalinum
181010;7940;Pregabalinum
181012;1386;Desogestrelum
181012;1754;Ethinylestradiolum
181013;1386;Desogestrelum
181013;1754;Ethinylestradiolum
181014;1386;Desogestrelum
181014;1754;Ethinylestradiolum
181015;1386;Desogestrelum
181015;1754;Ethinylestradiolum
181016;1386;Desogestrelum
181016;1754;Ethinylestradiolum
181017;1386;Desogestrelum
181017;1754;Ethinylestradiolum
181018;1386;Desogestrelum
181018;1754;Ethinylestradiolum
181019;1386;Desogestrelum
181019;1754;Ethinylestradiolum
181020;1739;Estradiolum hemihydricum
181021;5722;Telmisartanum
181022;5722;Telmisartanum
181023;5722;Telmisartanum
181024;5722;Telmisartanum
181026;5722;Telmisartanum
181027;5722;Telmisartanum
181028;5722;Telmisartanum
181030;5722;Telmisartanum
181031;5722;Telmisartanum
181032;5722;Telmisartanum
181033;5722;Telmisartanum
181035;5722;Telmisartanum
181036;5722;Telmisartanum
181037;5722;Telmisartanum
181038;5722;Telmisartanum
181040;5722;Telmisartanum
181041;5722;Telmisartanum
181042;5722;Telmisartanum
181043;5722;Telmisartanum
181044;5722;Telmisartanum
181045;5722;Telmisartanum
181046;5722;Telmisartanum
181047;5722;Telmisartanum
181049;5722;Telmisartanum
181050;6645;Esketamini hydrochloridum
181051;6645;Esketamini hydrochloridum
181052;6645;Esketamini hydrochloridum
181053;6645;Esketamini hydrochloridum
181054;6645;Esketamini hydrochloridum
181055;6645;Esketamini hydrochloridum
181056;6645;Esketamini hydrochloridum
181057;6645;Esketamini hydrochloridum
181058;6645;Esketamini hydrochloridum
181059;6645;Esketamini hydrochloridum
181060;6645;Esketamini hydrochloridum
181061;6645;Esketamini hydrochloridum
181062;6645;Esketamini hydrochloridum
181063;6645;Esketamini hydrochloridum
181064;6645;Esketamini hydrochloridum
181065;6645;Esketamini hydrochloridum
181066;6645;Esketamini hydrochloridum
181068;6645;Esketamini hydrochloridum
181076;2160;Glycopyrronii bromidum
181077;2160;Glycopyrronii bromidum
181078;7014;Melatoninum
181079;7014;Melatoninum
181080;3085;Naproxenum natricum
181081;3085;Naproxenum natricum
181086;5834;Zonisamidum
181087;5834;Zonisamidum
181088;2884;Metformini hydrochloridum
181088;10295;Empagliflozinum
181090;2884;Metformini hydrochloridum
181090;10295;Empagliflozinum
181091;2884;Metformini hydrochloridum
181091;9851;Dapagliflozinum propanedioli monohydratum
181095;7800;Adalimumabum
181096;7800;Adalimumabum
181097;7800;Adalimumabum
181098;7800;Adalimumabum
181099;7800;Adalimumabum
181100;7800;Adalimumabum
181101;1190;Clotrimazolum
181102;9990;Argatrobanum monohydricum
181103;7696;Etoricoxibum
181104;72;Aciclovirum
181105;2884;Metformini hydrochloridum
181105;10295;Empagliflozinum
181106;2884;Metformini hydrochloridum
181106;10295;Empagliflozinum
181107;2884;Metformini hydrochloridum
181107;10295;Empagliflozinum
181108;2884;Metformini hydrochloridum
181108;10295;Empagliflozinum
181109;72;Aciclovirum
181110;72;Aciclovirum
181111;8268;Oxygenium
181112;5119;Adapalenum
181113;7902;Emtricitabinum
181113;10752;Tenofovirum disoproxilum
181114;7902;Emtricitabinum
181114;10752;Tenofovirum disoproxilum
181115;7902;Emtricitabinum
181115;10752;Tenofovirum disoproxilum
181117;674;Betahistini dihydrochloridum
181118;674;Betahistini dihydrochloridum
181119;674;Betahistini dihydrochloridum
181120;674;Betahistini dihydrochloridum
181121;674;Betahistini dihydrochloridum
181122;2642;Lidocaini hydrochloridum monohydricum
181124;2301;Ibuprofenum
181125;2301;Ibuprofenum
181126;2301;Ibuprofenum
181127;82;Acidum acetylsalicylicum
181128;82;Acidum acetylsalicylicum
181129;82;Acidum acetylsalicylicum
181130;10001;Insulinum degludecum
181131;11064;Darunaviri propylenglycolas
181132;11064;Darunaviri propylenglycolas
181133;11064;Darunaviri propylenglycolas
181134;1754;Ethinylestradiolum
181134;5947;Etonogestrelum
181135;1754;Ethinylestradiolum
181135;5947;Etonogestrelum
181137;4916;Zidovudinum
181137;5306;Lamivudinum
181138;4916;Zidovudinum
181138;5306;Lamivudinum
181139;4916;Zidovudinum
181139;5306;Lamivudinum
181140;4916;Zidovudinum
181140;5306;Lamivudinum
181141;4916;Zidovudinum
181141;5306;Lamivudinum
181145;11234;Prasugreli besilas
181146;11234;Prasugreli besilas
181147;7446;Pegfilgrastimun
181154;3546;Oxycodoni hydrochloridum
181154;8229;Naloxoni hydrochloridum dihydricum
181155;3546;Oxycodoni hydrochloridum
181155;8229;Naloxoni hydrochloridum dihydricum
181156;3546;Oxycodoni hydrochloridum
181156;8229;Naloxoni hydrochloridum dihydricum
181157;3546;Oxycodoni hydrochloridum
181157;8229;Naloxoni hydrochloridum dihydricum
181158;3546;Oxycodoni hydrochloridum
181158;8229;Naloxoni hydrochloridum dihydricum
181159;3546;Oxycodoni hydrochloridum
181159;8229;Naloxoni hydrochloridum dihydricum
181160;398;Amlodipini besilas
181160;4115;Ramiprilum
181161;398;Amlodipini besilas
181161;4115;Ramiprilum
181162;398;Amlodipini besilas
181162;4115;Ramiprilum
181163;398;Amlodipini besilas
181163;4115;Ramiprilum
181164;398;Amlodipini besilas
181164;4115;Ramiprilum
181165;3546;Oxycodoni hydrochloridum
181165;8229;Naloxoni hydrochloridum dihydricum
181166;3546;Oxycodoni hydrochloridum
181166;8229;Naloxoni hydrochloridum dihydricum
181167;3546;Oxycodoni hydrochloridum
181167;8229;Naloxoni hydrochloridum dihydricum
181168;3546;Oxycodoni hydrochloridum
181168;8229;Naloxoni hydrochloridum dihydricum
181169;3546;Oxycodoni hydrochloridum
181169;8229;Naloxoni hydrochloridum dihydricum
181170;3546;Oxycodoni hydrochloridum
181170;8229;Naloxoni hydrochloridum dihydricum
181171;8754;Tolvaptanum
181172;8754;Tolvaptanum
181173;398;Amlodipini besilas
181173;4115;Ramiprilum
181174;398;Amlodipini besilas
181174;4115;Ramiprilum
181175;398;Amlodipini besilas
181175;4115;Ramiprilum
181176;398;Amlodipini besilas
181176;4115;Ramiprilum
181177;398;Amlodipini besilas
181177;4115;Ramiprilum
181178;398;Amlodipini besilas
181178;4115;Ramiprilum
181179;398;Amlodipini besilas
181179;4115;Ramiprilum
181180;398;Amlodipini besilas
181180;4115;Ramiprilum
181181;398;Amlodipini besilas
181181;4115;Ramiprilum
181182;398;Amlodipini besilas
181182;4115;Ramiprilum
181183;398;Amlodipini besilas
181183;4115;Ramiprilum
181184;398;Amlodipini besilas
181184;4115;Ramiprilum
181185;398;Amlodipini besilas
181185;4115;Ramiprilum
181186;398;Amlodipini besilas
181186;4115;Ramiprilum
181187;398;Amlodipini besilas
181187;4115;Ramiprilum
181188;2301;Ibuprofenum
181189;2301;Ibuprofenum
181190;3546;Oxycodoni hydrochloridum
181190;8229;Naloxoni hydrochloridum dihydricum
181191;3546;Oxycodoni hydrochloridum
181191;8229;Naloxoni hydrochloridum dihydricum
181192;3546;Oxycodoni hydrochloridum
181192;8229;Naloxoni hydrochloridum dihydricum
181193;3546;Oxycodoni hydrochloridum
181193;8229;Naloxoni hydrochloridum dihydricum
181194;3546;Oxycodoni hydrochloridum
181194;8229;Naloxoni hydrochloridum dihydricum
181195;3546;Oxycodoni hydrochloridum
181195;8229;Naloxoni hydrochloridum dihydricum
181196;3546;Oxycodoni hydrochloridum
181196;8229;Naloxoni hydrochloridum dihydricum
181197;3546;Oxycodoni hydrochloridum
181197;8229;Naloxoni hydrochloridum dihydricum
181198;3546;Oxycodoni hydrochloridum
181198;8229;Naloxoni hydrochloridum dihydricum
181199;3546;Oxycodoni hydrochloridum
181199;8229;Naloxoni hydrochloridum dihydricum
181200;3546;Oxycodoni hydrochloridum
181200;8229;Naloxoni hydrochloridum dihydricum
181205;3546;Oxycodoni hydrochloridum
181205;8229;Naloxoni hydrochloridum dihydricum
181207;3546;Oxycodoni hydrochloridum
181207;8229;Naloxoni hydrochloridum dihydricum
181208;3546;Oxycodoni hydrochloridum
181208;8229;Naloxoni hydrochloridum dihydricum
181209;3546;Oxycodoni hydrochloridum
181209;8229;Naloxoni hydrochloridum dihydricum
181210;3546;Oxycodoni hydrochloridum
181210;8229;Naloxoni hydrochloridum dihydricum
181211;3546;Oxycodoni hydrochloridum
181211;8229;Naloxoni hydrochloridum dihydricum
181212;3546;Oxycodoni hydrochloridum
181212;8229;Naloxoni hydrochloridum dihydricum
181213;3546;Oxycodoni hydrochloridum
181213;8229;Naloxoni hydrochloridum dihydricum
181214;3546;Oxycodoni hydrochloridum
181214;8229;Naloxoni hydrochloridum dihydricum
181215;3546;Oxycodoni hydrochloridum
181215;8229;Naloxoni hydrochloridum dihydricum
181216;3546;Oxycodoni hydrochloridum
181216;8229;Naloxoni hydrochloridum dihydricum
181235;11058;Erenumabum
181236;11058;Erenumabum
181237;11058;Erenumabum
181241;7437;Tadalafilum
181242;7437;Tadalafilum
181245;8360;Vildagliptinum
181246;8360;Vildagliptinum
181247;8360;Vildagliptinum
181248;8360;Vildagliptinum
181249;8360;Vildagliptinum
181250;8360;Vildagliptinum
181251;8360;Vildagliptinum
181252;8360;Vildagliptinum
181253;8360;Vildagliptinum
181254;8360;Vildagliptinum
181255;8360;Vildagliptinum
181256;2387;Ipratropii bromidum monohydricum
181257;1917;Felodipinum
181258;1917;Felodipinum
181259;1917;Felodipinum
181260;1917;Felodipinum
181268;2884;Metformini hydrochloridum
181268;8360;Vildagliptinum
