PAKKAUSNRO;AINETUN;AINENIMI
3351;2965;Metronidazolum
3352;2965;Metronidazolum
3356;3099;Natrii aurothiomalas
3365;1114;Ciclosporinum
3369;3099;Natrii aurothiomalas
3375;352;Aluminii hydroxidum gel.
3375;806;Calcii carbonas
3375;3093;Natrii alginas
3375;3155;Natrii hydrogenocarbonas
3379;5748;Iobenguanum (131 I)
3379;9053;Iobenguanum
3398;2203;Haloperidoli decanoas
3399;2203;Haloperidoli decanoas
3400;2203;Haloperidoli decanoas
3416;622;Benserazidi hydrochloridum
3416;2631;Levodopum
3428;2257;Hydrocortisoni acetas
3429;4106;Saccharomyces boulardii
3430;4106;Saccharomyces boulardii
3431;1452;Diclofenacum natricum
3433;1405;Dexpanthenolum
3435;2399;Isoniazidum
3436;2399;Isoniazidum
3441;2301;Ibuprofenum
3442;2301;Ibuprofenum
3444;2301;Ibuprofenum
3446;388;Amiloridi hydrochloridum dihydricum
3446;2253;Hydrochlorothiazidum
3447;388;Amiloridi hydrochloridum dihydricum
3447;2253;Hydrochlorothiazidum
3451;2488;Ketoprofenum
3452;2488;Ketoprofenum
3464;3584;Paracetamolum
3466;3584;Paracetamolum
3471;8753;Vinorelbini ditartras
3472;8753;Vinorelbini ditartras
3473;8753;Vinorelbini ditartras
3474;8753;Vinorelbini ditartras
3475;8753;Vinorelbini ditartras
3476;8753;Vinorelbini ditartras
3478;5367;Stavudinum
3482;5367;Stavudinum
3483;5367;Stavudinum
3487;4435;Sucralfatum
3488;4435;Sucralfatum
3489;4435;Sucralfatum
3490;4435;Sucralfatum
3499;2160;Glycopyrronii bromidum
3499;3273;Neostigmini metilsulfas
3501;4503;Tamoxifeni citras
3508;5367;Stavudinum
3509;5367;Stavudinum
3511;2090;Furosemidum
3512;2090;Furosemidum
3517;82;Acidum acetylsalicylicum
3517;91;Acidum ascorbicum
3517;1221;Coffeinum
3518;82;Acidum acetylsalicylicum
3518;91;Acidum ascorbicum
3518;1221;Coffeinum
3519;5367;Stavudinum
3520;5367;Stavudinum
3534;2863;Mesalazinum
3541;1605;Doxycyclini hyclas
3542;1605;Doxycyclini hyclas
3543;1605;Doxycyclini hyclas
3563;2863;Mesalazinum
3569;4937;Zuclopenthixoli dihydrochloridum
3571;4937;Zuclopenthixoli dihydrochloridum
3573;4937;Zuclopenthixoli dihydrochloridum
3594;2836;Meglumini ioxaglas
3594;3179;Natrii ioxaglas
3595;2836;Meglumini ioxaglas
3595;3179;Natrii ioxaglas
3596;2836;Meglumini ioxaglas
3596;3179;Natrii ioxaglas
3601;2836;Meglumini ioxaglas
3601;3179;Natrii ioxaglas
3602;3330;Norethisteronum
3610;936;Cefalexinum monohydricum
3611;936;Cefalexinum monohydricum
3612;936;Cefalexinum monohydricum
3613;936;Cefalexinum monohydricum
3614;936;Cefalexinum monohydricum
3629;2255;Hydrocortisoni 17-butyras
3630;2255;Hydrocortisoni 17-butyras
3638;4845;Verapamili hydrochloridum
3650;812;Calcii folinas
3651;812;Calcii folinas
3652;812;Calcii folinas
3653;812;Calcii folinas
3656;4852;Vigabatrinum
3676;91;Acidum ascorbicum
3676;3311;Nitrofurantoinum
3677;91;Acidum ascorbicum
3677;3311;Nitrofurantoinum
3678;91;Acidum ascorbicum
3678;3311;Nitrofurantoinum
3679;1744;Estriolum
3680;1744;Estriolum
3681;1190;Clotrimazolum
3685;6043;Natrii iodidum (131I)
3686;6043;Natrii iodidum (131I)
3687;887;Carbidopum
3687;888;Carbidopum monohydricum
3687;2631;Levodopum
3688;2909;Methotrexatum
3689;2909;Methotrexatum
3690;2909;Methotrexatum
3691;2909;Methotrexatum
3692;2909;Methotrexatum
3694;2909;Methotrexatum
3720;72;Aciclovirum
3721;72;Aciclovirum
3722;72;Aciclovirum
3734;1588;Docusatum natricum
3734;4361;Sorbitolum
3735;1588;Docusatum natricum
3735;4361;Sorbitolum
3737;1588;Docusatum natricum
3737;4361;Sorbitolum
3738;1588;Docusatum natricum
3738;4361;Sorbitolum
3750;2154;Glyceroli trinitras
3751;2154;Glyceroli trinitras
3753;4632;Timololi maleas
3764;273;Albuminum humanum
3767;273;Albuminum humanum
3768;3295;Nimodipinum
3773;2301;Ibuprofenum
3774;2301;Ibuprofenum
3775;2301;Ibuprofenum
3776;2301;Ibuprofenum
3777;2377;Iohexolum
3778;2377;Iohexolum
3779;2377;Iohexolum
3780;2377;Iohexolum
3781;2377;Iohexolum
3785;2377;Iohexolum
3786;2377;Iohexolum
3787;2377;Iohexolum
3788;2377;Iohexolum
3789;2377;Iohexolum
3790;2377;Iohexolum
3796;2377;Iohexolum
3799;2377;Iohexolum
3800;2377;Iohexolum
3801;2377;Iohexolum
3802;2377;Iohexolum
3803;2377;Iohexolum
3804;2377;Iohexolum
3805;2377;Iohexolum
3806;2377;Iohexolum
3814;2377;Iohexolum
3815;2377;Iohexolum
3820;4503;Tamoxifeni citras
3821;4503;Tamoxifeni citras
3835;196;Acidum ursodeoxycholicum
3836;1296;Cupri chloridum dihydricum
3836;2451;Kalii iodidum
3836;2788;Mangani chloridum tetrahydricum
3836;3141;Natrii fluoridum
3836;3224;Natrii selenis pentahydricus
3836;4920;Zinci chloridum
3838;2111;Gentamicini sulfas
3842;1530;Dinatrii clodronas tetrahydricus
3845;2038;Fluoxetini hydrochloridum
3846;2038;Fluoxetini hydrochloridum
3847;3534;Oxazepamum
3848;3534;Oxazepamum
3850;3534;Oxazepamum
3851;3534;Oxazepamum
3854;2154;Glyceroli trinitras
3858;2397;Isofluranum
3859;2397;Isofluranum
3860;880;Carbamazepinum
3861;880;Carbamazepinum
3865;880;Carbamazepinum
3866;880;Carbamazepinum
3867;880;Carbamazepinum
3873;72;Aciclovirum
3877;1179;Clomipramini hydrochloridum
3891;5367;Stavudinum
3892;5367;Stavudinum
3893;2203;Haloperidoli decanoas
3894;2203;Haloperidoli decanoas
3895;1579;Disulfiramum
3904;1930;Fentanylum
3910;4238;Scopolaminum
3911;4845;Verapamili hydrochloridum
3912;4845;Verapamili hydrochloridum
3915;1386;Desogestrelum
3915;1754;Ethinylestradiolum
3916;1386;Desogestrelum
3916;1754;Ethinylestradiolum
3917;1386;Desogestrelum
3917;1754;Ethinylestradiolum
3920;1666;Enalaprili maleas
3929;486;Antithrombinum III humanum
3930;486;Antithrombinum III humanum
3932;1666;Enalaprili maleas
3936;2830;Medroxyprogesteroni acetas
3940;3337;Nortriptylini hydrochloridum
3948;2975;Midazolami maleas
3955;2642;Lidocaini hydrochloridum monohydricum
3959;2441;Kalii chloridum
3959;2728;Macrogolum 3350
3959;3102;Natrii bicarbonas
3959;3117;Natrii chloridum
3960;2441;Kalii chloridum
3960;2728;Macrogolum 3350
3960;3102;Natrii bicarbonas
3960;3117;Natrii chloridum
3961;2441;Kalii chloridum
3961;2728;Macrogolum 3350
3961;3102;Natrii bicarbonas
3961;3117;Natrii chloridum
3962;2441;Kalii chloridum
3962;2728;Macrogolum 3350
3962;3102;Natrii bicarbonas
3962;3117;Natrii chloridum
3963;2441;Kalii chloridum
3963;2728;Macrogolum 3350
3963;3102;Natrii bicarbonas
3963;3117;Natrii chloridum
3964;2441;Kalii chloridum
3964;2728;Macrogolum 3350
3964;3102;Natrii bicarbonas
3964;3117;Natrii chloridum
3965;2441;Kalii chloridum
3965;2728;Macrogolum 3350
3965;3102;Natrii bicarbonas
3965;3117;Natrii chloridum
3966;2093;Gabapentinum
3981;49;Acebutololi hydrochloridum
3984;1917;Felodipinum
3984;2960;Metoprololi succinas
3985;1917;Felodipinum
3985;2960;Metoprololi succinas
3998;2970;Miconazoli nitras
4009;5622;Morphini sulfas pentahydricus
4011;5622;Morphini sulfas pentahydricus
4012;5622;Morphini sulfas pentahydricus
4014;5622;Morphini sulfas pentahydricus
4022;693;Betula verrucosa (RAUDUSKOIVU)
4022;3745;Phleum pratense (timotei)
4023;693;Betula verrucosa (RAUDUSKOIVU)
4023;3745;Phleum pratense (timotei)
4045;4503;Tamoxifeni citras
4055;1515;Dimeticonum
4055;4272;Silica colloidalis anhydrica
4057;1515;Dimeticonum
4057;4272;Silica colloidalis anhydrica
4063;2752;Magnesii hydroxidum
4069;1713;Erythromycini lactobionas
4070;1666;Enalaprili maleas
4071;1666;Enalaprili maleas
4072;1666;Enalaprili maleas
4073;1666;Enalaprili maleas
4074;1666;Enalaprili maleas
4075;1666;Enalaprili maleas
4079;3212;Natrii picosulfas
4079;5960;Natrii picosulfas monohydricus
4095;455;Anastrozolum
4096;455;Anastrozolum
4098;109;Acidum folicum
4100;2483;Ketamini hydrochloridum
4102;1499;Diltiazemi hydrochloridum
4114;2992;Mitomycinum
4135;4395;Spironolactonum
4138;2830;Medroxyprogesteroni acetas
4144;1930;Fentanylum
4154;1452;Diclofenacum natricum
4155;1452;Diclofenacum natricum
4169;955;Ceftazidimum pentahydricum
4171;955;Ceftazidimum pentahydricum
4174;2377;Iohexolum
4175;2377;Iohexolum
4178;3682;Perphenazini decanoas
4179;3682;Perphenazini decanoas
4187;4718;Tripelennamini hydrochloridum
4193;4651;Tizanidini hydrochloridum
4194;4651;Tizanidini hydrochloridum
4195;4651;Tizanidini hydrochloridum
4196;4651;Tizanidini hydrochloridum
4200;4262;Sertralini hydrochloridum
4201;4262;Sertralini hydrochloridum
4211;85;Acidum alginicum
4211;353;Aluminii hydroxidum gel. siccatum
4211;3155;Natrii hydrogenocarbonas
4212;85;Acidum alginicum
4212;353;Aluminii hydroxidum gel. siccatum
4212;3155;Natrii hydrogenocarbonas
4216;1499;Diltiazemi hydrochloridum
4217;1499;Diltiazemi hydrochloridum
4230;1331;Cyclophosphamidum monohydricum
4231;1331;Cyclophosphamidum monohydricum
4232;1331;Cyclophosphamidum monohydricum
4234;1331;Cyclophosphamidum monohydricum
4240;2007;Flecainidi acetas
4241;2007;Flecainidi acetas
4242;2007;Flecainidi acetas
4246;1666;Enalaprili maleas
4248;2948;Methylprednisolonum
4296;214;Adrenalini hydrochloridum
4296;538;Articaini hydrochloridum
4305;960;Ceftriaxonum dinatricum hydricum
4311;2410;Isosorbidi 5-mononitras
4312;2410;Isosorbidi 5-mononitras
4318;2411;Isosorbidi dinitras
4319;2411;Isosorbidi dinitras
4325;216;Adrenalini tartras
4325;765;Bupivacaini hydrochloridum monohydricum
4348;3572;Pancreatinum
4356;396;Amiodaroni hydrochloridum
4359;1337;Cyproteroni acetas
4359;1754;Ethinylestradiolum
4360;1337;Cyproteroni acetas
4360;1754;Ethinylestradiolum
4361;4854;Vinblastini sulfas
4363;331;Alprazolamum
4364;331;Alprazolamum
4365;331;Alprazolamum
4366;331;Alprazolamum
4368;4935;Zuclopenthixoli acetas
4373;4845;Verapamili hydrochloridum
4374;4845;Verapamili hydrochloridum
4375;2261;Hydrocortisonum
4376;2261;Hydrocortisonum
4380;388;Amiloridi hydrochloridum dihydricum
4380;2253;Hydrochlorothiazidum
4381;388;Amiloridi hydrochloridum dihydricum
4381;2253;Hydrochlorothiazidum
4389;9302;Docetaxelum trihydricum
4397;2419;Plantaginis ovatae seminis tegumentum
4398;2419;Plantaginis ovatae seminis tegumentum
4399;2419;Plantaginis ovatae seminis tegumentum
4400;2419;Plantaginis ovatae seminis tegumentum
4405;2945;Methylprednisoloni acetas
4406;2945;Methylprednisoloni acetas
4412;4106;Saccharomyces boulardii
4418;1930;Fentanylum
4424;2411;Isosorbidi dinitras
4426;1800;Etoposidum
4427;312;Alfentanili hydrochloridum
4428;312;Alfentanili hydrochloridum
4434;3534;Oxazepamum
4435;3534;Oxazepamum
4436;1423;Dextromethorphani hydrobromidum
4437;1423;Dextromethorphani hydrobromidum
4438;2154;Glyceroli trinitras
4439;1930;Fentanylum
4452;176;Acidum salicylicum
4452;680;Betamethasoni dipropionas
4455;176;Acidum salicylicum
4455;680;Betamethasoni dipropionas
4459;2831;Mefloquini hydrochloridum
4474;217;Adrenalinum
4475;217;Adrenalinum
4478;4916;Zidovudinum
4479;72;Aciclovirum
4485;3295;Nimodipinum
4498;1607;Doxycyclinum monohydricum
4513;2948;Methylprednisolonum
4514;2948;Methylprednisolonum
4515;2948;Methylprednisolonum
4516;2948;Methylprednisolonum
4517;1737;Estradioli valeras
4517;2830;Medroxyprogesteroni acetas
4518;1737;Estradioli valeras
4518;2830;Medroxyprogesteroni acetas
4519;1744;Estriolum
4554;1499;Diltiazemi hydrochloridum
4555;1499;Diltiazemi hydrochloridum
4557;1499;Diltiazemi hydrochloridum
4559;1499;Diltiazemi hydrochloridum
4561;1499;Diltiazemi hydrochloridum
4563;1499;Diltiazemi hydrochloridum
4575;4934;Zopiclonum
4576;4934;Zopiclonum
4577;4934;Zopiclonum
4581;2261;Hydrocortisonum
4582;686;Betaxololi hydrochloridum
4583;2174;Goserelini acetas
4584;2301;Ibuprofenum
4586;309;Alfa-tocopherolum ras.
4586;1699;Ergocalciferolum
4586;3760;Phytomenadionum
4586;4146;Retinoli palmitas
4588;309;Alfa-tocopherolum ras.
4588;1699;Ergocalciferolum
4588;3760;Phytomenadionum
4588;4146;Retinoli palmitas
4591;2863;Mesalazinum
4608;109;Acidum folicum
4608;702;Biotinum
4608;1316;Cyanocobalaminum
4608;3098;Natrii ascorbas
4608;3198;Natrii pantothenas
4608;3219;Riboflavini natrii phosphas
4608;3285;Nicotinamidum
4608;4091;Pyridoxini hydrochloridum
4608;4588;Thiamini mononitras
4609;1217;Codeini phosphas hemihydricus
4609;2189;Guaifenesinum
4610;2387;Ipratropii bromidum monohydricum
4611;2884;Metformini hydrochloridum
4612;2884;Metformini hydrochloridum
4614;4581;Theophyllinum anhydricum
4616;4581;Theophyllinum anhydricum
4617;3760;Phytomenadionum
4716;2861;Meropenemum trihydricum
4717;2861;Meropenemum trihydricum
4725;4435;Sucralfatum
4727;4435;Sucralfatum
4731;1596;Dornasum alfa humanum
4732;1596;Dornasum alfa humanum
4733;1903;Famciclovirum
4734;1903;Famciclovirum
4739;1959;Ferrosi sulfas siccatus
4741;1959;Ferrosi sulfas siccatus
4742;1959;Ferrosi sulfas siccatus
4743;1959;Ferrosi sulfas siccatus
4747;4447;Sulfadiazinum
4747;4709;Trimethoprimum
4748;4447;Sulfadiazinum
4748;4709;Trimethoprimum
4749;4447;Sulfadiazinum
4749;4709;Trimethoprimum
4750;4447;Sulfadiazinum
4750;4709;Trimethoprimum
4751;4447;Sulfadiazinum
4751;4709;Trimethoprimum
4766;82;Acidum acetylsalicylicum
4766;91;Acidum ascorbicum
4766;1221;Coffeinum
4766;2189;Guaifenesinum
4767;82;Acidum acetylsalicylicum
4767;91;Acidum ascorbicum
4767;1221;Coffeinum
4767;2189;Guaifenesinum
4777;1400;Dexamethasonum
4778;1400;Dexamethasonum
4780;2640;Lidocaini hydrochloridum
4780;2945;Methylprednisoloni acetas
4781;2640;Lidocaini hydrochloridum
4781;2945;Methylprednisoloni acetas
4797;2301;Ibuprofenum
4799;2301;Ibuprofenum
4800;4684;Triamcinoloni hexacetonidum
4801;4684;Triamcinoloni hexacetonidum
4806;1530;Dinatrii clodronas tetrahydricus
4808;806;Calcii carbonas
4808;2768;Magnesii subcarbonas ponderosus
4810;806;Calcii carbonas
4810;2768;Magnesii subcarbonas ponderosus
4830;1164;Clindamycini hydrochloridum
4831;1164;Clindamycini hydrochloridum
4832;1164;Clindamycini hydrochloridum
4833;2050;Fluticasoni propionas
4834;414;Amorolfini hydrochloridum
4848;331;Alprazolamum
4849;331;Alprazolamum
4853;1744;Estriolum
4854;1744;Estriolum
4855;1744;Estriolum
4857;334;Alprostadilum
4858;765;Bupivacaini hydrochloridum monohydricum
4858;2945;Methylprednisoloni acetas
4859;765;Bupivacaini hydrochloridum monohydricum
4859;2945;Methylprednisoloni acetas
4869;482;Antifoam M
4870;482;Antifoam M
4881;622;Benserazidi hydrochloridum
4881;2631;Levodopum
4892;3801;Pivmecillinami hydrochloridum
4893;3801;Pivmecillinami hydrochloridum
4894;3801;Pivmecillinami hydrochloridum
4896;2387;Ipratropii bromidum monohydricum
4901;880;Carbamazepinum
4902;880;Carbamazepinum
4904;880;Carbamazepinum
4923;96;Acidum boricum
4923;1752;Ethanolum 96%
4937;508;Aprotininum
4940;3996;Prednisonum
4941;3996;Prednisonum
4942;3996;Prednisonum
4943;3996;Prednisonum
4953;2441;Kalii chloridum
4953;2752;Magnesii hydroxidum
4958;2638;Levothyroxinum natricum
4959;2638;Levothyroxinum natricum
4969;2965;Metronidazolum
4992;552;Atenololum
4994;552;Atenololum
4995;552;Atenololum
4997;552;Atenololum
5000;2410;Isosorbidi 5-mononitras
5001;2410;Isosorbidi 5-mononitras
5004;880;Carbamazepinum
5010;3084;Naproxenum
5013;3084;Naproxenum
5014;3084;Naproxenum
5044;112;Acidum fusidicum hemihydricum
5045;112;Acidum fusidicum hemihydricum
5047;887;Carbidopum
5047;2631;Levodopum
5078;2682;Losartanum kalicum
5079;2682;Losartanum kalicum
5080;2682;Losartanum kalicum
5097;588;Baclofenum
5098;588;Baclofenum
5099;2261;Hydrocortisonum
5109;613;Beclometasoni dipropionas
5115;889;Carbimazolum
5116;2321;Indapamidum
5120;1434;Diazepamum
5196;577;Azathioprinum
5211;4936;Zuclopenthixoli decanoas
5228;2969;Mianserini hydrochloridum
5230;2969;Mianserini hydrochloridum
5235;512;Aqua ad iniectabilia
5236;512;Aqua ad iniectabilia
5237;512;Aqua ad iniectabilia
5238;512;Aqua ad iniectabilia
5239;512;Aqua ad iniectabilia
5240;512;Aqua ad iniectabilia
5241;512;Aqua ad iniectabilia
5242;512;Aqua ad iniectabilia
5246;1381;Desfluranum
5247;4463;Sulfasalazinum
5248;4463;Sulfasalazinum
5257;4671;Toremifeni citras
5270;4091;Pyridoxini hydrochloridum
5295;2975;Midazolami maleas
5303;1351;Dalteparinum natricum
5304;1351;Dalteparinum natricum
5306;1351;Dalteparinum natricum
5308;1351;Dalteparinum natricum
5311;2031;Fluocortoloni pivalas
5311;2640;Lidocaini hydrochloridum
5312;2031;Fluocortoloni pivalas
5312;2640;Lidocaini hydrochloridum
5313;2031;Fluocortoloni pivalas
5313;2640;Lidocaini hydrochloridum
5316;1622;Dydrogesteronum
5317;1622;Dydrogesteronum
5318;1622;Dydrogesteronum
5324;5681;Lactulosi solutio
5332;2154;Glyceroli trinitras
5333;2154;Glyceroli trinitras
5335;2154;Glyceroli trinitras
5336;2154;Glyceroli trinitras
5351;622;Benserazidi hydrochloridum
5351;2631;Levodopum
5356;4934;Zopiclonum
5357;4934;Zopiclonum
5361;2961;Metoprololi tartras
5366;2375;Iodixanolum
5367;2375;Iodixanolum
5368;2375;Iodixanolum
5369;2375;Iodixanolum
5370;2375;Iodixanolum
5379;3144;Natrii fusidas
5380;3144;Natrii fusidas
5407;657;Benzylpenicillinum natricum
5410;657;Benzylpenicillinum natricum
5423;1434;Diazepamum
5424;1434;Diazepamum
5433;2050;Fluticasoni propionas
5434;891;Carbo activatus
5435;2410;Isosorbidi 5-mononitras
5436;2410;Isosorbidi 5-mononitras
5439;2050;Fluticasoni propionas
5446;2487;Ketoconazolum
5447;2487;Ketoconazolum
5457;406;Ammonii chloridum
5457;1217;Codeini phosphas hemihydricus
5457;1870;Extractum fluidum thymi
5457;2189;Guaifenesinum
5458;2301;Ibuprofenum
5461;4534;Terbutalini sulfas
5472;335;Alteplasum
5473;335;Alteplasum
5474;335;Alteplasum
5475;1754;Ethinylestradiolum
5475;2113;Gestodenum
5476;1754;Ethinylestradiolum
5476;2113;Gestodenum
5477;1754;Ethinylestradiolum
5477;2113;Gestodenum
5479;1754;Ethinylestradiolum
5479;2113;Gestodenum
5505;112;Acidum fusidicum hemihydricum
5505;682;Betamethasoni valeras
5506;3144;Natrii fusidas
5507;3144;Natrii fusidas
5508;3032;Mucopolysaccharidi polysulfas
5509;3032;Mucopolysaccharidi polysulfas
5512;3032;Mucopolysaccharidi polysulfas
5513;3032;Mucopolysaccharidi polysulfas
5520;674;Betahistini dihydrochloridum
5523;263;Ethylmorphini hydrochloridum
5523;1860;Cocillanae extractum fluidum
5523;1861;Extractum fluidum euphorbiae piluliferae
5523;1862;Extractum fluidum frangulae
5523;1868;Extractum fluidum scillae
5523;1869;Extractum fluidum senegae
5524;263;Ethylmorphini hydrochloridum
5524;1860;Cocillanae extractum fluidum
5524;1861;Extractum fluidum euphorbiae piluliferae
5524;1862;Extractum fluidum frangulae
5524;1868;Extractum fluidum scillae
5524;1869;Extractum fluidum senegae
5529;112;Acidum fusidicum hemihydricum
5550;1737;Estradioli valeras
5550;2830;Medroxyprogesteroni acetas
5559;2035;Fluorometholonum
5567;2017;Fluconazolum
5568;2017;Fluconazolum
5569;2017;Fluconazolum
5571;2017;Fluconazolum
5572;2017;Fluconazolum
5575;3029;Morphini hydrochloridum
5593;1169;Clobazamum
5594;4216;Salbutamoli sulfas
5595;4216;Salbutamoli sulfas
5601;2017;Fluconazolum
5603;2017;Fluconazolum
5604;2017;Fluconazolum
5605;2017;Fluconazolum
5606;4855;Vincristini sulfas
5610;1489;Dihydrotachysterolum
5611;2102;Ganciclovirum natricum
5614;3640;Pentoxifyllinum
5615;3640;Pentoxifyllinum
5616;4216;Salbutamoli sulfas
5617;4216;Salbutamoli sulfas
5665;3987;Prednisoloni acetas
5706;1316;Cyanocobalaminum
5706;4091;Pyridoxini hydrochloridum
5706;4587;Thiamini hydrochloridum
5707;1316;Cyanocobalaminum
5707;4091;Pyridoxini hydrochloridum
